test-135341	How do I concentrate on studies and increase interest?
test-135342	How do I get true pacifist on undertale?
test-135343	Can I play Minecraft for free?
test-135344	What is an obsession?
test-135345	What are you obsessed with these days?
test-135346	Height of mount everst?
test-135347	Why are dot matrix printers expensive than inkjet printers?
test-135348	If you were God for one day, what would you do?
test-135349	What would you do if you were omnipotent?
test-135350	How can I get myself motivated to study hard? I always get distracted easily and can't focus then?
test-135351	I often find myself distracted during studying how do I get focused?
test-135352	How do I score 90 marks in maths for CBSE in class 10?
test-135353	How do I score above 90 in maths 12 CBSE?
test-135354	How can I gain weight with a fast metabolism?
test-135355	How can I gain weight in a healthy way?
test-135356	Why use 2fa for ssh?
test-135357	Was hunting only a noble game during medieval time?
test-135358	Question up to 8th stan?
test-135359	"What is the reason why Amir is suprised that Baba says he is going to become a great writer in ""The Kite Runner"" by Khaled Hosseini?"
test-135360	What size is a passport?
test-135361	How are stolen passports used?
test-135362	How does someone ask a girl out on a date if she is already a good friend?
test-135363	A long time friend (a girl) asked me out on a date few days ago. And one day before the date, she wont reply my texts or calls. What should I do?
test-135364	What are the best punching bags?
test-135365	What is the best brand of punching bags?
test-135366	If you lit a match on Jupiter, would the planet explode?
test-135367	What would happen if you were to jump into the planet Jupiter?
test-135368	Is watching porn bad during your college life?
test-135369	Is watching porn good?
test-135370	Is mechanical engineering at IIIT Jabalpur good?
test-135371	How good is the mechanical engineering department at IIIT Jabalpur in terms of placement and faculty?
test-135372	Do evil spirits really exists?
test-135373	How do I get rid of evil spirits?
test-135374	What are best Youtube channels Indian women to follow?
test-135375	What Indian has the best YouTube channel?
test-135376	I have some C++ code that I'm tasked to optimize. Where is a good place to start learning C++ optimization methods?
test-135377	Is learning C# a good place to start learning code?
test-135378	Why do people hate liberals?
test-135379	How common is it for people who are extremely liberal to hate America or at least dislike much of what it stands for?
test-135380	Is it possible to have 7-pack abs?
test-135381	Are 8 pack abs possible?
test-135382	In general, what is the cost of road construction per kilometer in India?
test-135383	Why do we have to construct a road every year in India?
test-135384	Which cache cleaner supports marshmallow 6.0? I tried many, but they don't work. Anyone knows?
test-135385	"How do fix the ""Unfortunately, Gallery has stopped"" problem in Android 6.0.1(Marshmallow)?"
test-135386	Are Ramdev's Patanjali products genuine?
test-135387	Can anyone write a review about Ramdev Patanjali products?
test-135388	Were Hitler's ideas of racism based the work of a famous Scientist?
test-135389	Why was Switzerland never involved in WW2 while there was war in all of its neighboring countries? Were they funding Hitler for the war?
test-135390	I've been trying to focus on my studies but I can't. How do I become motivated to study?
test-135391	Now a days I become so lazy towards my studies what should I do to increase my concentration towards study?
test-135392	What are some ways to hack a Facebook account?
test-135393	How can I hack Facebook without a password?
test-135394	How much money does Alex Honnold earn?
test-135395	How would one go about outfitting a van like Alex Honnold's?
test-135396	What is the biggest challenge faced in college?
test-135397	What are the biggest challenges facing Square?
test-135398	Are there any services that provide drivers who have learning permits with passengers who have drivers license?
test-135399	How do plants support life?
test-135400	A is the father of B. But B is not the son of A. How’s that possible?
test-135401	A couple who has 5 sons went for a picnic. Each son has 7 sisters. Each sister has 3 babies. In total, how many people went for the picnic?
test-135402	What is actuarial science all about?
test-135403	What is meant by actuarial science?
test-135404	What courses should I join after engineering to get job?
test-135405	As an engineering production student, what courses should I have to take to get a good job after graduating?
test-135406	I am hosting the Antakshari event at my office next week. What are some interesting and fun ideas for this event?
test-135407	What does it take to be a good event Host?
test-135408	How can I delete auto backup folder from my gallery on my Samsung note 3?
test-135409	How do I delete auto backed-up pictures in my gallery in my Samsung GT-S5300?
test-135410	What special I can do for my friends birthday who is angry with me and is not talking to me?
test-135411	How do I make a good birthday video for a friend?
test-135412	What are some things new employees should know going into their first day at Aerie Pharmaceuticals?
test-135413	What are some things new employees should know going into their first day at West Pharmaceuticals?
test-135414	What are the best and worst things about public transit in Presidente Prudente, Brazil? How could it be improved?
test-135415	In Java, what are anti-patterns?
test-135416	What is the typical career path for someone who becomes a professor in organizational psychology?
test-135417	What is the typical career path for someone who becomes a professor in psychology?
test-135418	Which is the most difficult language to learn?
test-135419	Which language is very difficult to learn in the world?
test-135420	What's the most obscure passport in the world?
test-135421	What is the most useless passport in the world?
test-135422	Which branch can I get in any Manipal Campus with 75 marks in MU OET?
test-135423	Which branch can I get in any Manipal Campus with 113 marks in MU OET ?
test-135424	What algorithm and programming language is Google translate using for translation in all languages, and for converting text to speech?
test-135425	Which algorithm is used by Google translator to translate and tokenize Japanese text?
test-135426	Did you ever get a job just for the perks?
test-135427	When I was 15 I got a deffered adjudication for a felony. Will I ever be able to get a job in science or should I just quit school and work?
test-135428	What is the funniest movie you ever watched?
test-135429	What is the funniest movie you have ever watched?
test-135430	What pants go with a black shirt?
test-135431	What color shirt should I wear with dark brown pants?
test-135432	What is the recipe of chowmein?
test-135433	What is the recipe of rice chakli?
test-135434	What is it really like being a doctor?
test-135435	How is the feeling of being a doctor?
test-135436	What are access modifiers in Java?
test-135437	How do I resolve “cannot access, bad class file .\A” in java?
test-135438	What is the best matrimonial website in India?
test-135439	What are the best matrimonial sites in India?
test-135440	What is the best way to send money to India?
test-135441	How do I send money from the Philippines to India?
test-135442	How intelligent are gorillas?
test-135443	How intelligent are dolphins?
test-135444	What is it like to attend University of Minnesota, Twin Cities?
test-135445	What is the acceptance trend for ECE applicants at the University of Minnesota, Twin Cities?
test-135446	How do I cope up with this depression?
test-135447	What are your ways to fight depression?
test-135448	If you're on a WhatsApp call, does it show that you're online?
test-135449	Can I still receive normal calls when in a WhatsApp voice call?
test-135450	How can I use two WhatsApp accounts with the same number on different devices?
test-135451	Can I use one number in two different device for whats app?
test-135452	Should I buy Xiaomi Mi 4 or Mi 4s?
test-135453	Which should I buy: the Xiaomi Mi 4 or the Xiaomi Mi4i?
test-135454	What is the craziest thing you have ever said (or done) at an interview and still got the job?
test-135455	What's the craziest thing you ever seen as a delivery driver?
test-135456	How do I face my life and build strong support system?
test-135457	What is the meaning if your ldr boyfriend reply so late and told you he just forgot to check his phone?
test-135458	Why did Britain vote to leave the EU?
test-135459	What made Britain leave EU? Why did the Brexit happen?
test-135460	It is good decision to buy Redmi Note 3 at offline shop or local shop?
test-135461	Were britisher monarch better than hitler?
test-135462	How an architect can get a job in investment banking?
test-135463	How can I get a job in investment banking?
test-135464	What are examples of superlatives?
test-135465	What are examples of yearbook superlatives?
test-135466	Why can't you filter answers on a question on Quora?
test-135467	Why am I not allowed to answer some questions on Quora?
test-135468	Why didn't India join NATO?
test-135469	Why is India not a member of NATO?
test-135470	What is the difference between data warehouse and data center?
test-135471	What is similarity between data base and data warehouse?
test-135472	What is a day like for an average architect?
test-135473	How do I increase engagement on Facebook?
test-135474	How do I increase keywords ranking in Google?
test-135475	Which are the best ways to increase keyword rankings in Google?
test-135476	Women: What are the disadvantages of women empowerment?
test-135477	What is meant by 'women empowerment' & why is it needed?
test-135478	What are the final year subjects of MBBS?
test-135479	Can I prepare 1st year subjects as part of pg preparation during the initial months of final year MBBS?
test-135480	How did Adnan Sami lose his weight from 230 to 75kgs?
test-135481	Do you know a person who used only body weight exercises to build a muscular body?
test-135482	What is it like to meet an enlightened person?
test-135483	Is it ever necessary for an enlightened person to state that they are?
test-135484	Is Trump's plan for a US/Mexico wall comparable to the  Berlin Wall?
test-135485	Is there any part of a wall between the us and mexico?
test-135486	Why Americans love Donald Trump?
test-135487	Why will American people vote for Donald Trump?
test-135488	Is it possible to not experience culture shock?
test-135489	What is it like to experience culture shock?
test-135490	What are some companies powering tech start-ups in Jaipur?
test-135491	What are some big companies in jaipur?
test-135492	What are the themes of Tokyo Ghoul?
test-135493	Who are the characters in Tokyo Ghoul?
test-135494	Do employees at Liberty Ventures have a good work-life balance? Does this differ across positions and departments?
test-135495	Do employees at Liberty Property Trust have a good work-life balance? Does this differ across positions and departments?
test-135496	What are Free online IQ tests?
test-135497	What is the best website for checking IQ accurately online?
test-135498	What are some paradoxical examples?
test-135499	What is a paradox?
test-135500	Is it inappropriate to not wear a bra outside of the house?
test-135501	Can I wear a bullet bra to school?
test-135502	What should I do? I'm bored.
test-135503	I'm bored. How do I not be?
test-135504	Is there any easy ways to stop headaches?
test-135505	What are some examples of staggered tires?
test-135506	What is it like to get kicked in your balls?
test-135507	What is it like getting kicked in the balls?
test-135508	What is the mht-cet 2016 cutoff for MIT, Pune for B.E. Mechanical (OBC)?
test-135509	What is the expected cutoff for MIT Pune CSE in mht cet 2016?
test-135510	What is process of tower insstalation?
test-135511	How does one prepare for the EJU exam? (syllabus and example in description)
test-135512	How is a convolutional neural network able to learn invariant features?
test-135513	Is Convolution Neural Network the same as Deep Learning?
test-135514	Will I see if someone blocked me of Facebook?
test-135515	Who blocked me on Facebook?
test-135516	Fifthgenration fighters for Indian Airforce?
test-135517	HOW DO I FIX ERROR FOR DON BRADMAN CRICKET14 IF IT IS CRASHING AFTER INTRODUCTION?
test-135518	What strikes first time visitors as special or unusual when they arrive in Huangshi, Hubei, China?
test-135519	Hi I am looking for job?
test-135520	How do I determine Instagram account owner?
test-135521	How do I trace an Instagram account?
test-135522	Which is the best song of Enrique iglesias?
test-135523	Which is your favorite Enrique Iglesias' song?
test-135524	What is basalt rock used for?
test-135525	Is basalt a sedimentary rock?
test-135526	Why does my iPhone 5 randomly shut off?
test-135527	Why does my iPhone 5 spontaneously shut down?
test-135528	Are there any hookah places in Mykonos?
test-135529	How safe are hookah pens for people?
test-135530	Is it possible for a gas to be denser than a liquid, but still in gas form?
test-135531	Is there any gas denser than any liquid?
test-135532	What are some strange/interesting facts about men?
test-135533	What are some strange/interesting facts about women?
test-135534	"What is the meaning of this Japanese song ""Aoie,"" by Fukui Mai, in English? "
test-135535	Which language is easiest to learn: Chinese, Japanese, or Korean?
test-135536	How did Gen. James Mattis get his nickname “Mad Dog”?
test-135537	Why does Michael jackson look like a white woman in the 90s and beyond?
test-135538	What is the difference between planning and strategy?
test-135539	What is the difference between a plan and a strategy in robotics?
test-135540	How do I completely remove/uninstall Eclipse from my computer?
test-135541	How do I uninstall a program on my computer?
test-135542	What´s the sense of life?
test-135543	What the meaning of this all life?
test-135544	How do you install Pixelmon on Minecraft?
test-135545	How do you install Minecraft maps?
test-135546	If I deactivate my WhatsApp account and then reactivate it later, will my contacts still be able to see me in their WhatsApp's contact list?
test-135547	How do I see someone's WhatsApp DP and status message when their visibility is set to contacts only and I'm not in their list?
test-135548	Is there a river gravel jaw crusher for sale in Zambia?
test-135549	Can you find a supplier for the jaw crusher in Zambia?
test-135550	How can backbench call government to account?
test-135551	How can civilians in corrupt countries use IT to call out the government?
test-135552	"What is the origin of the phrase ""knock your socks off"" and what does it mean?"
test-135553	"What is the origin of the phrase ""Son of a Gun"" and what does it mean?"
test-135554	Which one is tougher, the GRE or the GATE?
test-135555	What is your review of EPracto?
test-135556	What are the types of friction? What are some examples?
test-135557	Are Freud's key ideas counter human self-serving bias?
test-135558	Who is Makaioshin in Dragon Ball Super?
test-135559	When will Zamasu appear in Dragon Ball Super?
test-135560	Does Prevagen actually improve short term memory?
test-135561	How can I improve my short term memory?
test-135562	How do I get lean muscle?
test-135563	How do I get lean muscle and abs?
test-135564	How can I score 700+ on GMAT?
test-135565	How can I score 700 in GMAT?
test-135566	How long does it take for a courier from Mumbai to reach Delhi?
test-135567	How long does it take for a Flipkart product to reach Madurai from Delhi?
test-135568	What are some unusual aspects about politics and government in Australia?
test-135569	What are some unusual aspects about politics and government in Switzerland?
test-135570	Is it possible to score around 250 in JEE Main in just 5 months?
test-135571	Is it possible to prepare for JEE Mains in 3 months?
test-135572	Can I crochet with knitting yarn?
test-135573	Knitting: How do you yarn over and knit two together?
test-135574	Why do some questions get more answers here in Quora?
test-135575	Why my questions do not get answered?
test-135576	I want to send money to India but am wondering how much the bank will charge to convert USD to INR?
test-135577	What is the cheapest way to send money to India from the US?
test-135578	Which is the best place to visit Malaysia or Thailand?
test-135579	Where are the best places to visit in Malaysia?
test-135580	How do I get a job in NASA as a programmer?
test-135581	How do I get a job in NASA from India?
test-135582	Are there any algorithms that run [math]O(1/n)[/math]?
test-135583	Is there a mathematical function that converts two numbers into one so that the two numbers can always be extracted again?
test-135584	I have a fresh pigeon's abandoned egg with me. What should I do with it? Is there any chance the baby can come out?
test-135585	Can I touch pigeon eggs?
test-135586	"Where does the word ""the"" come from?"
test-135587	Where do words come from?
test-135588	What is the value of 0?
test-135589	What is the value of sin0/0?
test-135590	What should I do to become as smart as Elon Musk?
test-135591	Just how smart is Elon Musk?
test-135592	What do experts say about the Union Budget?
test-135593	What will experts say about the Union Budget 2015?
test-135594	Which hydrogen in chlorobenzene is the most acidic?
test-135595	What emotion is associated with the Color Red?
test-135596	What are some good suggestions for an historical fiction book for a 3rd grade girl that doesn't want to read an American Girl book?
test-135597	Where can I get online PDF or EPUB versions of books?
test-135598	How can I sell stocks listed in NASDAQ from India?
test-135599	Can I buy stock listed on the NYSE or NASDAQ from India?
test-135600	Why was Belgaum district not included in Maharashtra?
test-135601	Is there a Kalyan district in the Maharashtra state?
test-135602	What are some examples of academic awards and honors?
test-135603	Which will be better 4GB GDDR5 nVIDIA® GeForce® GTX950M 128-Bit DX12 or 2GB GeForce® GTX860M?
test-135604	What are best methods of nose hair removal?
test-135605	What are the best methods for plucking hair?
test-135606	What is true happiness?
test-135607	How can men train themselves to have multiple orgasms?
test-135608	Why don't a lot of companies value digital marketing and social media to generate leads?
test-135609	How do I generate leads using social media?
test-135610	What should I do? How can I be happy?
test-135611	How do I become happy?
test-135612	Are pandas useful to the ecosystem?
test-135613	Do pandas contribute to the ecosystem?
test-135614	What is the best focal length for portrait photography?
test-135615	What is focal length and how is it measured?
test-135616	Why isn't everyone vegan?
test-135617	If everyone went vegan, what would animals do?
test-135618	Do vampires really exist? If they do how can I recognize them?
test-135619	Do vampires really exist?
test-135620	Which is the best GRE coaching center in durgapur?
test-135621	Which is the best GRE coaching center in Andhrapradesh?
test-135622	How much time should it take to prepare for CAT while working 12 hours a day all weekdays?
test-135623	My working hours will be 11 hours/day for 5 weekdays (weekends off for sure). Should I take the job while I also plan to take CAT and other entrances?
test-135624	What are the best instrument to measure length of a simple pendulum?
test-135625	Should I wait on iOS 9.3.4 or update to iOS 10 for a jailbreak? I accidentaly updated from 9.3.3 and lost my jailbreak.
test-135626	What are the job opportunities for Indian Chartered Accountant in Canada?
test-135627	What are the opportunities for Indian chartered accountant out of India?
test-135628	Buy Amazon egift card through Paytm?
test-135629	What could be a good cognitive behaviour therapy for schizophrenia?
test-135630	What does it feel like to have a thick penis in you?
test-135631	Do women prefer a fat penis or a long penis? Why?
test-135632	What is the nutritional difference between regular white rice and Basmati rice?
test-135633	What is the difference between an M.S in Finance and an MBA in finance?
test-135634	What are the most popular goods exported from India to malasiya?
test-135635	What are the most popular goods exported from India to Dubai?
test-135636	Do “as well” and “too” have the same meaning?
test-135637	"Are ""somewhere"" and ""where"" same meaning?"
test-135638	Why do thunder and lightning occur when it rains?
test-135639	What is thunder and how does it occur?
test-135640	What is the difference between interaction, communication, conversation, and discussion?
test-135641	Interpersonal Interaction: What is the most interesting conversation a boy and girl can have?
test-135642	How do I prevent a user from entering data in an Excel cell having a formula?
test-135643	How do I enter words in excel multiple cells?
test-135644	Is Neem good for Hairfall and Dandruff?
test-135645	What are the best names for an school book store?
test-135646	How can I recover from a mild ankle sprain as quickly as possible?
test-135647	How can you prevent spraining your ankle?
test-135648	What is the shape of a rainbow?
test-135649	How many colours are in the rainbow?
test-135650	Does Inox in Forum Value Mall (Bangalore) have shows on Thursdays?
test-135651	What's the history of conservative principles, and who codified them into their modern version?
test-135652	Does Paytm use MongoDB?
test-135653	What is the cost of using MongoDB on Azure?
test-135654	What are the summer internship programs for a B.COM student?
test-135655	What are some details about the summer internship programs for first year B.Tech students?
test-135656	What do you do when a friend gets inappropriate with you?
test-135657	What do you do when you notice you're left out with those friends who don't have a desire for success or a goal in general?
test-135658	I am already using Reliance Jio SIM card. How to check data usage on the same ?
test-135659	How can I use a Jio SIM in Reliance Wi-Pod 4G Lite?
test-135660	Was it appropriate for Meryl Streep to use her Golden Globes speech to attack Donald Trump?
test-135661	How has Donald Trump reacted to Meryl Streep's Golden Globes speech?
test-135662	How many studends goes to Williams College?
test-135663	How many jobs require a college degree even though a college degree isn't required to work the job?
test-135664	What is the most haunting experience you have ever had?
test-135665	What's the most inexplicable experience you've ever had?
test-135666	How do reduce weight fast?
test-135667	How do I lose weight faster?
test-135668	What is the latest news in technology?
test-135669	What is the latest discovery in technology?
test-135670	How do I install WhatsApp directly on an SD card?
test-135671	How do I store TubeMate videos on an SD card in Android?
test-135672	How can you talk to her parents?
test-135673	How often do you talk to your parents?
test-135674	"Is there a way to have one initial 7-zip file and have similar versions of it stored as ""what has been changed""?"
test-135675	How do I convert PDF files to ZIP files?
test-135676	What are cultural shocks for foreigners coming to Nepal?
test-135677	What are cultural shocks for foreigners coming to India?
test-135678	What is the difference between communism socialism and anarchism?
test-135679	What is the difference between communism and democracy?
test-135680	Why do lars and glmnet give different solutions? Which one is better?
test-135681	Does executing kmeans script using R and using SAP PAL may give different solutions?
test-135682	What can be the most insane ways to commit suicide?
test-135683	What is the most effective way to commit suicide?
test-135684	What is the minimum number of satellites a GPS system requires in order to function?
test-135685	Can the USA military turn the GPS satellites off?
test-135686	Do intelligent people have differently working brains?
test-135687	How do the brains of intelligent people differs from others?
test-135688	What branch should I choose For Engineering?
test-135689	How should I choose which branch in engineering is the best for me?
test-135690	How much time should you take in answering a Quora Question?
test-135691	Active Quora users: How much time do you spend on Quora daily, and why do you enjoy answering questions?
test-135692	Mono suspension or dual spring suspension is useful for drag race?
test-135693	Is there a tutorial that shows you how to make a website that has a form with many branching segments (several nodes and several edges)?
test-135694	Everybody knows where those rocks are or know a place like this in USA??
test-135695	I am an introvert and I moved to a new city recently. How do I make friends?
test-135696	What are the best institutions for IES preparation in Chennai?
test-135697	Which institute prepare best for IES in Kolkata?
test-135698	What is the target audience for Sandisk?
test-135699	I use lenovo A6000 and I have deleted some of my pics accidentally. How can I recover them?
test-135700	Why is Quora so popular in India?
test-135701	Is Quora more popular in India than in Europe?
test-135702	Which phone is best vivo V5 or oppo F1 plus?
test-135703	What are the sugestions? Is Vivo any different from Oppo, LG and all?
test-135704	Which is the worst train in india?
test-135705	What are some good travel routes to get to Bangalore from Udaipur?
test-135706	What are some tips on making it through the job interview process at Mueller Water Products?
test-135707	I want a recharge API for my iOS and Android app .which company will be best in India ?
test-135708	Is it good to share your girlfriend with her friends?
test-135709	My girlfriend broke up with me but she said she loves me the most. I agreed with her and we parted on good terms. When we shared the last kiss, she cried. She also asked us to be friends immediately after the break up and asked me if I can take her out once in awhile. What does that mean?
test-135710	How do I solve this mathematics inequality question?
test-135711	How can I solve this question of mathematics?
test-135712	How do I turn photos around on my Facebook account?
test-135713	Configure After effects on Surface pro 4?
test-135714	Have you, or anyone you know very well, been healed by Benny Hinn?
test-135715	What is the best way to fly around the world for free?
test-135716	What are good ways to promote a product online?
test-135717	How can I promote my products in online business?
test-135718	What is your review of Screen Mirroring?
test-135719	How screen mirroring works?
test-135720	What is the best IDE for a beginner in java?
test-135721	What is the best IDE for a Clojure beginner?
test-135722	Amazon Kinesis versus Apache Kafka--which of them is the most proven and high performance-oriented?
test-135723	Who was in charge of developing Amazon Kinesis and how can I get ahold of him/her?
test-135724	How much money do Uber / Ola drivers make in NCR?
test-135725	How much do Uber SUV drivers make?
test-135726	How blessed are you to exist in this reality?
test-135727	Does reality have to exist?
test-135728	Can I have 2 Facebook accounts link to 1 instagram account at the same time?
test-135729	Can you link 2 Facebook accounts to 1 Instagram account?
test-135730	Who cheats more, men or women?
test-135731	Do men earn more than women?
test-135732	Why are unibrows considered ugly?
test-135733	Why is that Kajol doesn't shave her unibrow?
test-135734	What is an effective workflow for an automotive designer?
test-135735	How should I hv to plan for Mains exam of mppsc ae here 1:15 ratio for the vacancies how tuff the competition will be?
test-135736	Anyone can think of a US elected president who had voted agsinst himself in his next election run?
test-135737	Is there a limit to the number of scholarships that one can take out in order to pay for school?
test-135738	Why dowry is paid by boy's side in Afghanistan and middle east while in india girl's side pays dowry?
test-135739	What must b?
test-135740	which engineering colleges can I get? I scored 56 in JEE mains and got 60% in 12th. I am obc category is there any college for me with good placement?
test-135741	I got 109 in JEE mains 2016 OBC category and 82% in CBSE board. I want to take CSE. Which college will be best for me?
test-135742	I know I am a narcissist?
test-135743	Suggest an idea for healthy south Indian dinner?
test-135744	How can I forecast petrol price in India?
test-135745	Commodities Markets: How are the petrol prices decided in India?
test-135746	How much will a trip to Dubai cost?
test-135747	How much does it cost to go on a trip through contiki?
test-135748	Are burning incenses bad for your health?
test-135749	Are pork chops bad for your health? Why?
test-135750	What's the best programming language for beginners?
test-135751	What are some of the best ways to learn programming?
test-135752	I need help! From a month, all of a sudden I sometimes feel like someone pumped air into my heart and then I have an involuntary cough?
test-135753	In Ingress, which is the largest faction? Enlightened or The Resistance?
test-135754	How is paleontology related to geology?
test-135755	Is histology often used in paleontology?
test-135756	Achievements of modi government?
test-135757	Has anyone received an interview from KPCB Fellows Portfolio company yet (2016)?
test-135758	How much money is Hillary Clinton likely to spend on her presidential campaign between May and November 2016?
test-135759	Did Hillary Clinton really win the popular vote?
test-135760	What is equity value?
test-135761	What is equity?
test-135762	If whole world went vegan/vegetarian, how we could deal with this following issue?
test-135763	What would happen if everyone becomes vegetarian?
test-135764	How can you prepare nori for sushi at home?
test-135765	What is Maki sushi?
test-135766	How do I send an email?
test-135767	What are some tips for sending an email to a boss?
test-135768	How do I minimize the effects of a methamphetamine comedown?
test-135769	What is the fastest way to quit methamphetamine?
test-135770	How the way to speak english fluently?
test-135771	How can I speak English more fluently and effectively?
test-135772	How robotics and deep leaning related? What is the future of deep learning?
test-135773	Can anyone quit ugc jrf position and take fresh admission in csir jrf post?
test-135774	How can I learn coding in one day?
test-135775	What is the best way to self learn coding with one hour a day?
test-135776	What is the best number?
test-135777	What is a superperfect number?
test-135778	What are the permissions and licenses required to manufacture soap in India?
test-135779	What are the permissions and licenses required for manufacturing shampoos in India?
test-135780	Would an intj be a good day trader?
test-135781	What are some good career paths for an INTJ?
test-135782	How to fix iPhone personal hotspot being slow?
test-135783	How can I enable my personal hotspot on my Verizon iPhone 5?
test-135784	What website should I use to chat with people in other countries?
test-135785	"What is the meaning of ""hmmm"" in chatting?"
test-135786	Why are Germans so nosey?
test-135787	Do Americans like German people?
test-135788	How do I find the area under a curve using basic limit concpet?
test-135789	How do I plot a forming limit curve?
test-135790	Is skiing or snowboarding better for young kids?
test-135791	What is better for someone who is clumsy, snowboarding or skiing and why?
test-135792	"How is ""Clinique"" pronounced?"
test-135793	"How is ""pitot"" pronounced?"
test-135794	"How does the phrase ""put the lotion in the basket"" tie in with ""Silence of the Lambs""?"
test-135795	What was Buffalo Bill's mental disorder in Silence of the Lambs?
test-135796	Is Charles Sturt University good for Computer Science?
test-135797	Hoe to work informatica online trainings?
test-135798	What are the funniest The Onion articles in 2014?
test-135799	What is the funniest Onion article of all time?
test-135800	Is it possible to find the longest path between two vertices in a graph in polynomial time?
test-135801	What is a force-time graph?
test-135802	Jakarta vs Manila vs Bangkok, what do you think about these cities?
test-135803	Should one go to Bangkok or Manila for a holiday?
test-135804	What museums in New York city are open Mondays?
test-135805	What museums should I visit in New York?
test-135806	What are some things new employees should know going into their first day at Sarepta Therapeutics?
test-135807	What are some things new employees should know going into their first day at Sorrento Therapeutics?
test-135808	Why Is Ser Gregor Clegane so loyal to Cersei?
test-135809	Which is better BCCA Or B.com?
test-135810	Which are the best free online courses?
test-135811	What are the free online courses?
test-135812	What should I gift my fiance on his birthday?
test-135813	What should I gift my boyfriend on his birthday?
test-135814	Which is your favorite Harry Potter movie?
test-135815	What is your favourite Harry Potter movie? Why?
test-135816	Homework Question: Aaron is three times as old as his son. In ten years Aaron will be twice as old as his son. How old is Aaron?
test-135817	My 18 month old son has a slight preference for his mother. How can I win his favor?
test-135818	Do I get a notification if my answer or comment is downvoted?
test-135819	Why don't people get notification on Quora when their answers are downvoted?
test-135820	How does it feel to be in the ISIS?
test-135821	How does it feel to be an ISIS terrorist?
test-135822	How much do film editors make per film?
test-135823	How can a film editor make commercials?
test-135824	Will you go for higher education?
test-135825	When we should go for higher education?
test-135826	What is the best email app for a Mac?
test-135827	What is the best email app for mac?
test-135828	Why do IT companies hire other department students rather than CSE/IT?
test-135829	My crush, who is also my best friend, used me and I feel worthless. What do I do?
test-135830	Has anybody been to the Dr. Abdul Kalam dental hospital in Delhi?
test-135831	What are 5 things a man should never say to a woman? And what are 5 things a woman should never say to a man?
